Name,1,2,3,5,1_1,6,7,7b,19,21a,21b,21c,Tested By,Known Issues
Dance Dance Revolution Ultramix 4,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,szymmirr,None
Dance: UK,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,szymmirr,Notes very often don't appear at all
Dark Summit,untested,untested,untested,untested,untested,untested,menus,untested,untested,untested,untested,untested,Stikmars,"When starting a race, screen turns black and music loops"
Darkwatch,supported,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,playable,Wolf,FMVs lag a little sometimes
Dave Mirra Freestyle BMX 2,untested,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,@oreos420#6530,Fully playable.
Dave Mirra Freestyle BMX 4,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,szymmirr,Crashes on Xbox logo
David Beckham Soccer,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Dead Man’s Hand,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Imadummy (PAL version),"NTSC Version freezes at loading screen, PAL Version is playable"
Dead or Alive Ultimate (DoA 1 Disc),untested,untested,supported,untested,untested,untested,playable,untested,untested,untested,untested,playable,"/u/maty15987, Persephone the Sheep",None
Dead or Alive Ultimate (DoA 2 Disc),untested,untested,playable,untested,untested,untested,in-game,untested,untested,untested,untested,in-game,"/u/maty15987, Axelcritico","In xefu7 and xefu2021c, the game will suffer hair glitches for some characters. In xefu3 it runs without graphical errors."
Dead or Alive 3,untested,supported,untested,untested,untested,untested,supported,untested,untested,untested,untested,playable,"/u/maty15987, Persephone the Sheep",None. On xefu2021c graphic glitches on sceen change.
Dead or Alive Xtreme Beach Volleyball,untested,playable,untested,untested,untested,untested,in-game,untested,untested,untested,untested,in-game,"/u/maty15987, polipyc, Persephone the Sheep",xefu7 and xefu2021c: Hangs on choosing joker in poker minigame. xefu2: Poker minigame works. Needs more overall tests. On xefu2021c there is screen tearing during volley ball games and graphical glitches on scene change.
Dead to Rights,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Dead to Rights II,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
Deathrow,supported,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
Def Jam: Fight for NY,intro,intro,intro,intro,intro,intro,intro,intro,intro,intro,intro,intro,Sunnie64,Stuck on loading but doesn't freeze oddly the demo included with offical xbox magazine game disc 36 works fine with no issue
Defender,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Delta Force: Black Hawk Down,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Unknown,Black screen
Destroy All Humans!,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Destroy All Humans! 2,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,RollPlayStation,Use Config Loader xefu7 to fix freeze when starting the game.
Deus Ex: Invisible War,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,subrussian,Low FPS
Die Hard: Vendetta,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Unknown,None
Digimon Rumble Arena 2,untested,untested,untested,supported,untested,untested,playable,untested,untested,untested,untested,unplayable,"/u/maty15987, RollPlayStation, Persephone the Sheep","None, On xefu2021c crashes to dashboard on launch."
Digimon World 4,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,No music
Dino Crisis 3,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"/u/maty15987, Believer40","Playable but occasionally freezes. If freezing during intro cinematic, you must start game using previous save file."
Dinosaur Hunting (JAP),untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/maty15987,English prototype tested
Dinotopia: The Sunstone Odyssey,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,/u/schmatzler,"Subtitles are a bit fuzzy, skipping intro movies and cutscenes needs a double A tap, otherwise very playable"
Disney/Pixar Finding Nemo,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,"ItsAshleyFTW; Imadummy (Korean, PAL versions)","US and English PAL versions boot, but crash due to Disc Damaged or Dirty note. Korean and multilingual PAL versions play fine"
Disney/Pixar Ratatouille,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,ItsAshleyFTW,None
Disney’s Extreme Skate Adventure,intro,untested,untested,intro,intro,intro,intro,untested,unplayable,untested,untested,unplayable,"ItsAshleyFTW, Sunnie64","Plays the intro video and splash screen, then turns off the Xbox 360, Gets stuck on xbox logo on xefu2021c and xefu2019, black screen on xefu5 with audio."
Disney’s Chicken Little,intro,intro,intro,intro,intro,intro,playable,intro,intro,intro,intro,intro,"ItsAshleyFTW, Derf","Playable using Config Loader xefu7 (NTSC and PAL). Crashes when trying to save the game after completing the Space Simulator II levelm, but you can select ""Continue without saving"" to move on to the next level and save the game. For all other xefus, shows 2005 Disney logo for a few seconds, then crashes. Came bundled with xefu2021b on Xbox One."
Doom 3,playable,playable,supported,playable,playable,playable,playable,playable,playable,playable,playable,playable,Wolf,None
Doom 3: Resurrection of Evil,untested,untested,untested,untested,untested,untested,supported,untested,untested,untested,untested,untested,Unknown,None
Double S.T.E.A.L. The Second Clash,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Unknown,Fatal crash
Dr. Muto,untested,untested,playable,untested,menus,untested,menus,untested,untested,untested,untested,menus,Sunnie64,"Freeze at loading screen after pressing start on xefu2021c and xefu7, crashes at title screen on xefu1_1, xefu3 seemingly playable, cutscenes have very minor screen tear/blur on the right side of the screen besides that the game runs good."
Dr. Seuss' The Cat in the Hat,playable,playable,in-game,in-game,playable,in-game,in-game,in-game,untested,untested,untested,untested,Mr.SuS.60,"xefu : game works perfectly fine
xefu2 : game works perfectly fine
xefu3 : texture issues
xefu5 : texture issues
xefu1_1 : game works perfectly fine
xefu6 :  texture issues
xefu7 : texture issues
xefu7b : texture issues"
Dragon Ball Z: Sagas,unplayable,unplayable,unplayable,unplayable,unplayable,unplayable,playable,unplayable,unplayable,unplayable,unplayable,unplayable,Saitsu,Use Config Loader xefu7 to fix freeze at Xbox logo. Other xefus are unplayable
Dragon’s Lair 3D,in-game,playable,playable,playable,in-game,playable,playable,playable,unplayable,unplayable,unplayable,unplayable,RollPlayStation,xefu and xefu1_1 have graphical issues. PAL version runs very slow across all xefus.
Drake of the 99 Dragons,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,untested,RollPlayStation,None
Dreamfall: The Longest Journey,untested,untested,supported,untested,untested,untested,untested,untested,untested,untested,untested,untested,Unknown,None
Drihoo,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,Console turns off after the initial cutscene as the game is about to begin
DRIV3R,untested,untested,untested,untested,untested,untested,untested,untested,playable,untested,untested,playable,Unknown,"Report of a freeze on Atari logo if you try and skip intro. If you let intro play, the game works but there is in-game music or audio, only sound effects. Other users have no issues with skipping the intro or audio, this could be specific to the region/copy of the game (?). Music is now working correctly on xefu 2019 And 2021."
Driver: Parallel Lines,untested,untested,untested,untested,untested,untested,in-game,untested,untested,untested,untested,untested,Riley541,Plays fine for around a minute then the sky starts to produce major graphical issues technically playable but far from a ideal way to play
Drome Racers,untested,untested,untested,untested,untested,untested,unplayable,untested,untested,untested,untested,untested,Imadummy,Game crashes during loading screen after selecting the language
DroneZ,untested,untested,untested,untested,untested,untested,playable,untested,untested,untested,untested,untested,Stikmars,None
